source,target,original_relation,normalized_relation,PubMedID
platinum resistance,lung cancer,occurs in,occurs in,34098035
platinum resistance,molecular mechanism,has part,has part,34098035
molecular mechanism,predictive marker,may_diagnose,may_diagnose,34098035
molecular mechanism,newer more effective agent,may_prevent,may_prevent,34098035
molecular mechanism,toxic agent,may_prevent,may_prevent,34098035
toxic agent,platinum resistance,protects,protects,34098035
platinum resistance,refractory lung cancer,may_treat,may_treat,34098035
lowrisk human papillomavirus hpv associated oropharyngeal squamous cell carcinoma,cisplatin,treated with drug,treated with drug,34098030
lowrisk human papillomavirus hpv associated oropharyngeal squamous cell carcinoma,cetuximab,treated with drug,treated with drug,34098030
lowrisk human papillomavirus hpv associated oropharyngeal squamous cell carcinoma,radiation therapy,may_treat,may_treat,34098030
drug delivery system,curcumin,drug associated with,drug associated with AE,34097960
drug delivery system,nano cellulose,composed primarily of,composed primarily of,34097960
drug delivery system,MDA-MB231 breast cancer cell,may_treat,may_treat,34097960
ionizing radiation,DNA,damage to,anteriorly connected to,34097901
chemotherapy drug,mitochondrion,damage to,anteriorly connected to,34097901
chemotherapy drug,membrane,damage to,anteriorly connected to,34097901
chemotherapy drug,organelle,damage to,anteriorly connected to,34097901
cardiomyocytes,toxin,release of,bounding layer of,34097901
endothelial cell,toxin,release of,bounding layer of,34097901
toxin,inflammatory cell,associated with triggering,treated with drug,34097901
inflammatory cell,cytokine,release of,bounding layer of,34097901
inflammatory cell,chemokines,release of,bounding layer of,34097901
cytokine,reactive oxygen species,stimulates,stimulates,34097901
chemokines,reactive nitrogen species,stimulates,stimulates,34097901
reactive oxygen species,reactive nitrogen species,redox reaction cause,redox reaction cause,34097901
reactive oxygen species,reactive nitrogen species,redox reaction cause,redox reaction cause,34097901
reactive oxygen species,antioxidant defense enzyme,suppression of,bearer of,34097901
reactive nitrogen species,antioxidant defense enzyme,suppression of,bearer of,34097901
antioxidant defense enzyme,macromolecule,lead to damage to,lead to damage to,34097901
cytokine,oxidative injury,increased level of,bearer of,34097901
oxidative injury,heart injury,hallmark of,bounding layer of,34097901
redox reaction,heart disorder,involved in,adverse event occurs in,34097901
redox reaction,heart disease,evidence of involvement in,bearer of,34097901
letrozole,hormone-receptor-positive breast cancer,may_treat,may_treat,34096894
letrozole,CYP2A6,drug associated with AE,drug associated with AE,34096894
rs7937,CYP2A6,is evidence of,is evidence of,34096894
rs7937,letrozole,adverse event occurs in,adverse event occurs in,34096894
rs56113850,CYP2A6,is evidence of,is evidence of,34096894
ncf4 rs1883112,doxorubicin,drug associated with AE,drug associated with AE,34096893
cbr3 rs1056892,anthracycline,drug associated with AE,drug associated with AE,34096893
abcc1 rs3743527,anthracycline,protects,protects,34096893
pediatric patient,anthracycline,occurs in patient treated with drug,occurs in patient treated with drug,34096893
pediatric patient,acute lymphoblastic leukemia,has disease,has disease,34096893
pediatric patient,mexican child,located_in,located_in,34096893
pediatric patient,chemotherapeutic regimen,may_treat,may_treat,34096893
genetic polymorphism,anthracycline,is evidence of,is evidence of,34096893
p53,inauhzin,activates,activates,34093867
inauhzin,Nanoparticle,encapsulated in,adverse event occurs in,34093867
inauhzin,lung cancer,inhibits growth in,drug associated with AE in adolescent,34093867
inauhzin,colorectal cancer,inhibits growth in,drug associated with AE in adolescent,34093867
inauhzin,wi38 cell,has minimal effect on,has disease,34093867
inauhzin,mouse mef cell,has minimal effect on,has disease,34093867
Nanoparticle,inauhzin,prolongates halflife of,bearer of,34093867
carmustine implant gliadel wafer,malignant glioma,may_treat,may_treat,34092748
malignant glioma,Japanese patient,occurs in patient,occurs in,34092748
postmarketing surveillance study,adverse event,has part,has part,34092748
postmarketing surveillance study,adverse drug reaction,has part,has part,34092748
adverse event,cerebral edema,example of usage,example of usage,34092748
adverse event,convulsion,example of usage,example of usage,34092748
adverse event,impaired healing,example of usage,example of usage,34092748
adverse event,infection,example of usage,example of usage,34092748
rutheniumii complex,naphthoquinone ligand,composed primarily of,composed primarily of,34090039
naphthoquinone ligand,lapachol,bearer of,bearer of,34090039
naphthoquinone ligand,lawsone,bearer of,bearer of,34090039
rutheniumii complex,bisdiphenylphosphinomethane dppm ligand,composed primarily of,composed primarily of,34090039
bisdiphenylphosphinomethane dppm ligand,cleaved caspase,induces,induces,34090039
cleaved caspase,apoptotic pathway,produces,produces,34090039
rutheniumii complex,cisplatin,adjacent_to,adjacent_to,34090039
naphthoquinone ligand,binding energy,realizes,realizes,34090039
lawsone,molar volume,realizes,realizes,34090039
rituximab,lenalidomide,treated with drug,treated with drug,34088724
lenalidomide,non-hodgkin lymphoma,may_treat,may_treat,34088724
rituximab,non-hodgkin lymphoma,may_treat,may_treat,34088724
patient,rituximab,occurs in patient treated with drug,occurs in patient treated with drug,34088724
patient,lenalidomide,occurs in patient treated with drug,occurs in patient treated with drug,34088724
granb,cd t cell,produces,produces,34088724
cd t cell,b cell,connected to,connected to,34088724
b cell,plasma ifn,produces,produces,34088724
Platinum resistant/refractory epithelial ovarian cancer,Oral metronomic therapy,may_treat,may_treat,34088513
Oral metronomic therapy,Etoposide,treated with drug,treated with drug,34088513
Oral metronomic therapy,Cyclophosphamide,treated with drug,treated with drug,34088513
Oral metronomic therapy,Pazopanib,treated with drug,treated with drug,34088513
Quality of life,EORTC questionnaire,example of usage,example of usage,34088513
Serum VEGF,Oral metronomic therapy,associated with,drug associated with AE,34088513
Serum PDGF,Oral metronomic therapy,associated with,drug associated with AE,34088513
Yamabudo,Dimethoxybenzoquinone,composed primarily of,composed primarily of,34087405
Yamabudo,Fertaric acid,composed primarily of,composed primarily of,34087405
Yamabudo,Caftaric acid,composed primarily of,composed primarily of,34087405
Yamabudo,NNK,protects,protects,34087405
Yamabudo,DNA,protects,protects,34087405
Yamabudo,A549 cell line,protects,protects,34087405
Yamabudo,ERK,surrounded_by,surrounded_by,34087405
Yamabudo,AKT,surrounded_by,surrounded_by,34087405
Yamabudo,STAT3,surrounded_by,surrounded_by,34087405
doxorubicin,diffuse large b-cell lymphoma,may_treat,may_treat,34087342
doxorubicin,elderly population,occurs in patient treated with drug,occurs in patient treated with drug,34087342
liposome encapsulated drug delivery system,solid cancer,may_prevent,may_prevent,34087342
liposome encapsulated drug delivery system,lymphoma,may_prevent,may_prevent,34087342
non-pegylated liposome doxorubicin (NPLD),diffuse large b-cell lymphoma,may_treat,may_treat,34087342
non-pegylated liposome doxorubicin (NPLD),R-COMP,may_treat,may_treat,34087342
R-COMP,diffuse large b-cell lymphoma,may_treat,may_treat,34087342
daratumumab,pomalidomide,treated with drug,treated with drug,34087126
daratumumab,dexamethasone,treated with drug,treated with drug,34087126
daratumumab,multiple myeloma,may_treat,may_treat,34087126
pomalidomide,multiple myeloma,may_treat,may_treat,34087126
dexamethasone,multiple myeloma,may_treat,may_treat,34087126
patient,multiple myeloma,has disease,has disease,34087126
patient,lenalidomide,induced_by,induced_by,34087126
patient,proteasome inhibitor,induced_by,induced_by,34087126
daratumumab,neutropenia,drug associated with AE,drug associated with AE,34087126
daratumumab,anaemia,drug associated with AE,drug associated with AE,34087126
daratumumab,thrombocytopenia,drug associated with AE,drug associated with AE,34087126
daratumumab,pneumonia,drug associated with AE,drug associated with AE,34087126
daratumumab,lower respiratory tract infection,drug associated with AE,drug associated with AE,34087126
docetaxel,cisplatin,drug associated with AE,drug associated with AE,34086514
docetaxel,fluorouracil,drug associated with AE,drug associated with AE,34086514
carboplatin,docetaxel,drug associated with AE,drug associated with AE,34086514
carboplatin,capecitabine,drug associated with AE,drug associated with AE,34086514
capecitabine,esophagogastric adenocarcinoma,may_treat,may_treat,34086514
EPIRUBICIN,OXALIPLATIN,drug associated with AE,drug associated with AE,34086514
EPIRUBICIN,capecitabine,drug associated with AE,drug associated with AE,34086514
febrile neutropenia,docetaxel,drug AE occurs in,drug AE occurs in,34086514
febrile neutropenia,cisplatin,drug AE occurs in,drug AE occurs in,34086514
unresectable gallbladder cancer,gemcitabine,may_treat,may_treat,34086477
unresectable gallbladder cancer,platinum,may_treat,may_treat,34086477
unresectable gallbladder cancer,modified flourouracil,may_treat,may_treat,34086477
unresectable gallbladder cancer,oxaliplatin,may_treat,may_treat,34086477
unresectable gallbladder cancer,irinotecan,may_treat,may_treat,34086477
prospective phase ii singlearm pilot study,granulocyte colonystimulating factor,produced_by,produced_by,34086477
neoadjuvant chemotherapy,dual hertargeted therapy,treated with drug,treated with drug,34086171
dual hertargeted therapy,pathologic complete response,may_treat,may_treat,34086171
weekly paclitaxel,carboplatin,drug associated with AE,drug associated with AE,34086171
trastuzumab,pertuzumab,drug associated with AE,drug associated with AE,34086171
pertuzumab,loading dose,example of usage,example of usage,34086171
loading dose,grade 2 diarrhea,adverse event occurs in,adverse event occurs in,34086171
highgrade glioma,bevacizumab,treated with drug,treated with drug,34081269
patient,chemotherapy,may_treat,may_treat,34081269
patient,corticosteroid,induced_by,induced_by,34081269
chemotherapy-induced peripheral neurotoxicity,total neuropathy score,associated with,drug associated with AE,34078718
chemotherapy-induced peripheral neurotoxicity,neurotoxicity,has part,has part,34078718
total neuropathy score,functional assessment of cancer treatment,correlate with,drug associated with AE,34078718
patient-based method,physician-based method,compared to,anteriorly connected to,34078718
neuropathy,neurologic examination,associated with,drug associated with AE,34078718
ra inhibitor,pemetrexed,may_prevent,may_prevent,34078521
ra inhibitor,platinum,may_prevent,may_prevent,34078521
ra inhibitor,organic anion transporter,induced_by,induced_by,34078521
ra inhibitor,hematological toxicity,may_prevent,may_prevent,34078521
ra inhibitor,nonsmall cell lung cancer,may_prevent,may_prevent,34078521
ra inhibitor,malignant pleural mesothelioma,may_prevent,may_prevent,34078521
patient,urothelial carcinoma of the bladder,has disease,has disease,34078134
patient,immunotherapy,may_treat,may_treat,34078134
irinotecan,temozolomide,treated with drug,treated with drug,34074038
irinotecan,sn38,produces,produces,34074038
sn38,polydllactidecoglycolide microparticles,located_in,located_in,34074038
polydllactidecoglycolide microparticles,brain tissue,located_in,located_in,34074038
human glioblastoma cell line,xenograft model,develops_into,develops_into,34074038
xenograft model,mouse,occurs in,occurs in,34074038
prostate cancer,immunotoxin molecule,may_treat,may_treat,34071152
immunotoxin molecule,psma receptor,binds to,anteriorly connected to,34071152
immunotoxin molecule,psma-positive lncap cell,kills,kills,34071152
immunotoxin molecule,psma-negative cell,selectively kills,selectively kills,34071152
immunotoxin molecule,pseudomonas exotoxin A,contains,contains,34071152
demethoxycurcumin,glioblastoma multiforme,may_treat,may_treat,34071132
demethoxycurcumin,GBM8401 cell,may_treat,may_treat,34071132
mouse model,xenograft tumor,has part,has part,34071132
phosphate-buffered solution,dimethyl sulfoxide,composed primarily of,composed primarily of,34071132
GBM8401 cell,tumor volume,has part,has part,34071132
GBM8401 cell,body weight,has part,has part,34071132
protein expression,tumor,realized in,realized in,34071132
cleaved caspase-3,tumor,realized in,realized in,34071132
liver tissue,demethoxycurcumin,surrounded_by,surrounded_by,34071132
personalized therapy,oncological scenario,occurs in,occurs in,34070464
breast cancer,toxicity,adverse event occurs in,adverse event occurs in,34070464
antineoplastic treatment,toxicity,adverse event occurs in,adverse event occurs in,34070464
supportive treatment,toxicity,protects,protects,34070464
drug dosage reduction,toxicity,protects,protects,34070464
biochemical data,toxicity,produces,produces,34070464
genomic data,toxicity,produces,produces,34070464
enzyme and transporter,drug metabolism,part of,part of,34070464
breast cancer,breast cancer treatment,may_treat,may_treat,34070464
drugpin software,toxicity,may_prevent,may_prevent,34070464
dihydropyrimidine dehydrogenase,fluorouracil,treated with drug,treated with drug,34069161
missense mutation,dihydropyrimidine dehydrogenase,adverse event occurs in,adverse event occurs in,34069161
African descent,missense mutation,adverse event occurs in,adverse event occurs in,34069161
amber force field parameter,dihydropyrimidine dehydrogenase,develops for,develops_from,34069161
collation feature visual force field derivation toolkit,amber force field parameter,supports,supports,34069161
all-atom MD simulation,amber force field parameter,validates,validates,34069161
Fucoidan,Cancer cells,may_treat,may_treat,34068561
Fucoidan,Healthy tissue,protects,protects,34068561
Fucoidan,Chemotherapy drugs,interacts with,drug associated with AE,34068561
Fucoidan,Natural killer cells,stimulation of,bearer of,34068561
Fucoidan,Macrophages,stimulation of,bearer of,34068561
marine organism,anthraquinones,produces,produces,34068184
anthraquinones,genotoxicity,associated with,drug associated with AE,34068184
anthraquinones,mutagenicity,associated with,drug associated with AE,34068184
anthraquinones,anticancer potential,may have,may have,34068184
folfirinox,gemcitabine nabpaclitaxel,compared,compared,34067288
folfirinox,gemcitabine nabpaclitaxel,treatment,treatment,34067288
gemcitabine nabpaclitaxel,metastatic pancreatic cancer,treatment,treatment,34067288
matchingadjusted indirect comparison,prospective trial,overcome bias,overcome bias,34067288
patient,gemcitabine nabpaclitaxel,treated with,treated with drug,34067288
patient,folfirinox,included in,adverse event occurs in,34067288
survival outcome,folfirinox,compared,compared,34067288
survival outcome,gemcitabine nabpaclitaxel,compared,compared,34067288
progressionfree survival,gemcitabine nabpaclitaxel,observed with,drug associated with AE,34067288
progressionfree survival,folfirinox,observed with,drug associated with AE,34067288
toxicity profile,gemcitabine nabpaclitaxel,difference in,adverse event occurs in,34067288
toxicity profile,folfirinox,difference in,adverse event occurs in,34067288
efficacy,gemcitabine nabpaclitaxel,equivalent to,anteriorly connected to,34067288
efficacy,folfirinox,equivalent to,anteriorly connected to,34067288
safety profile,gemcitabine nabpaclitaxel,different from,different from,34067288
safety profile,folfirinox,different from,different from,34067288
firstline therapy,metastatic pancreatic cancer,therapy for,therapy for,34067288
reliable predictive biomarkers,metastatic pancreatic cancer,advised for,advised for,34067288
reliable predictive biomarkers,therapeutic strategy,improve,improve,34067288
leukemia,immune cell,occurs in,occurs in,34066963
leukemia,bone marrow,occurs in,occurs in,34066963
leukemia,spleen,occurs in,occurs in,34066963
therapy,leukemia,may_treat,may_treat,34066963
drug,leukemia,may_treat,may_treat,34066963
drug,drug resistance,induces,induces,34066963
research,therapy,realized in,realized in,34066963
therapeutic approach,drug,may_prevent,may_prevent,34066963
natural product,antileukemic drug,produces,produces,34066963
medicinal plant,antileukemic drug,produces,produces,34066963
medicinal plant,cytotoxicity,produces,produces,34066963
medicinal plant,mechanism of action,produces,produces,34066963
cardiac glycoside,cgs toxin,composed primarily of,composed primarily of,34064873
cgs toxin,nakatpase,inhibition of,composed primarily of,34064873
nakatpase,sodiumpotassium pump,realizes,realizes,34064873
nakatpase,cancer cell,may_treat,may_treat,34064873
aplysinopsins,ee84,treated with drug,treated with drug,34063867
ee84,chronic myeloid leukemia,may_treat,may_treat,34063867
ee84,k562 cell,occurs in patient treated with drug,occurs in patient treated with drug,34063867
ee84,bh3 mimetic,synergistic cytotoxic effect with,treated with drug,34063867
bh3 mimetic,mcl1 inhibitor,example of usage,example of usage,34063867
nanoformulations,doxorubicin,may_treat,may_treat,34063119
iron oxide particle,polymeric shell,composed primarily of,composed primarily of,34063119
polymeric shell,cholesterol moiety,bearer of,bearer of,34063119
iron oxide particle,polycholesteryl acrylate,connected to,connected to,34063119
polycholesteryl acrylate,cancer cell,induces,induces,34063119
doxorubicin,breast cancer cell line,may_treat,may_treat,34063119
do,active compound,is evidence of,is evidence of,34063119
material,human red blood cell,protects,protects,34063119
material,immune monocytic thp1 cell,protects,protects,34063119
material,cardiomyocyte h9c2 cell,protects,protects,34063119
doxorubicin,polymeriron oxide hybrid,may_treat,may_treat,34063119
quinacrine sterilization,FDA approval,may_prevent,may_prevent,34062206
FDA approval,woman,may_prevent,may_prevent,34062206
year rat study,cancel et al,produced_by,produced_by,34062206
cancel et al,regulatory toxicology and pharmacology,produces,produces,34062206
year rat study,mtd,is evidence of,is evidence of,34062206
mtd,massive dose,is count of,is count of,34062206
mtd,uterus,induces,induces,34062206
cancel et al,genotoxicity,is evidence of,is evidence of,34062206
fda,mcconnell et al,has part,has part,34062206
fda,haseman et al,has part,has part,34062206
haseman et al,necrosis,induces,induces,34062206
haseman et al,chronic inflammation,induces,induces,34062206
Dendritic Polyglycerol Sulfate-bearing Polycaprolactone,Anticancer Drug,drug associated with AE,drug associated with AE,34061498
Dendritic Polyglycerol Sulfate-bearing Polycaprolactone,Tumor Environment,located_in,located_in,34061498
Sunitinib,Dendritic Polyglycerol Sulfate-bearing Polycaprolactone,drug associated with AE,drug associated with AE,34061498
Anticancer Drug,A431 Cell,drug associated with AE,drug associated with AE,34061498
Anticancer Drug,HT29 Cell,drug associated with AE,drug associated with AE,34061498
AIDS-related Kaposi sarcoma,combination antiretroviral therapy,treated with drug,treated with drug,34060438
AIDS-related Kaposi sarcoma,chemotherapy,treated with drug,treated with drug,34060438
AIDS-related Kaposi sarcoma,pegylated liposomal doxorubicin,treated with drug,treated with drug,34060438
AIDS-related Kaposi sarcoma,HIV infection,has disease,has disease,34060438
graphene oxide,tubulin,affect on,affect on,34058149
graphene oxide,microtubule,disrupts,disrupts,34058149
graphene oxide,cellular function,more toxic to,anteriorly connected to,34058149
graphene oxide,apoptosis,inducing,inducing,34058149
graphene oxide,reactive oxygen species (ROS),generating,generating,34058149
graphene oxide,colorectal carcinoma cell,inhibited growth of,bearer of,34058149
graphene oxide,cancer therapeutic,of interest in,adverse event occurs in,34058149
graphene oxide,nanomedicine,of interest in,adverse event occurs in,34058149
docetaxelcisplatinfluorouracil,gastric adenocarcinoma,may_treat,may_treat,34057299
chemonave,gastric adenocarcinoma,may_treat,may_treat,34057299
granulocyte colonystimulating factor,febrile neutropenia,may_prevent,may_prevent,34057299
neutropenia,febrile neutropenia,adverse event occurs in,adverse event occurs in,34057299
fatigue,adverse event,adverse event occurs in,adverse event occurs in,34057299
vomiting,adverse event,adverse event occurs in,adverse event occurs in,34057299
anorexia,adverse event,adverse event occurs in,adverse event occurs in,34057299
diarrhea,adverse event,adverse event occurs in,adverse event occurs in,34057299
progressionfree survival,gastric adenocarcinoma,realized in,realized in,34057299
overall survival,gastric adenocarcinoma,realized in,realized in,34057299
Serum C-reactive protein (CRP),Immune-related adverse event (irAE),may diagnose,may_diagnose,34054056
Melanoma patient,Immune checkpoint inhibitor (ICI),treated with drug,treated with drug,34054056
Immune-related adverse event (irAE),Relapse-free survival (RFS),adverse event outcome,adverse event outcome,34054056
germ cell tumour,PARP,overexpressed in,drug associated with AE in adolescent,34052929
PARP,germ cell tumour,early event in gct development,drug AE occurs in,34052929
patient,gemcitabine,treated with drug,treated with drug,34052929
patient,carboplatin,treated with drug,treated with drug,34052929
patient,veliparib,treated with drug,treated with drug,34052929
patient,neutropenia,experienced grade,experienced grade,34052929
patient,thrombocytopenia,experienced grade,experienced grade,34052929
patient,anaemia,experienced grade,experienced grade,34052929
patient,febrile neutropenia,experienced grade,experienced grade,34052929
sorafenib,therapeutic drug monitoring,may_prevent,may_prevent,34052550
lenvatinib,therapeutic drug monitoring,may_prevent,may_prevent,34052550
apatinib,therapeutic drug monitoring,may_prevent,may_prevent,34052550
therapeutic drug monitoring,hepatocellular carcinoma,may_treat,may_treat,34052550
sorafenib,human plasma,located_in,located_in,34052550
lenvatinib,human plasma,located_in,located_in,34052550
apatinib,human plasma,located_in,located_in,34052550
uplcmsms system,c18 column,connected_to,connected to,34052550
water,acetonitrile,adjacent_to,adjacent_to,34052550
human plasma,whole blood,overlaps,overlaps,34052550
Chronic myeloid leukemia,Imatinib,treated with drug,treated with drug,34052176
Elderly patients,Charlson comorbidity index (CCI),has part,has part,34052176
Elderly patients,Hematologic adverse events (AEs),adverse event occurs in,adverse event occurs in,34052176
Elderly patients,Nonhematologic AEs,adverse event occurs in,adverse event occurs in,34052176
Elderly patients,Imatinib dose reduction,may prevent,may_prevent,34052176
Elderly patients,Event-free survival,realizes,realizes,34052176
Elderly patients,Overall survival,realizes,realizes,34052176
Patient,Cancer Treatment,received treatment with,drug associated with AE in adolescent,34051880
Cancer Treatment,Atezolizumab,contains drug,drug associated with AE,34051880
Cancer Treatment,Bevacizumab,contains drug,drug associated with AE,34051880
Cancer Treatment,Sorafenib,contains drug,drug associated with AE,34051880
Patient,Hepatocellular Carcinoma,has disease,has disease,34051880
Patient,Trial,participated in,adverse event occurs in,34051880
Patient,Quality of Life,reported outcome on,reported outcome on,34051880
Quality of Life,Functioning,impacts,impacts,34051880
Quality of Life,Disease Symptom,impacts,impacts,34051880
gold nanoparticles,influenza a virus,may_treat,may_treat,34051217
gold nanoparticles,human glioblastoma gmb u87,may_treat,may_treat,34051217
gold nanoparticles,human glioblastoma u251,may_treat,may_treat,34051217
gold nanoparticles,citrate reduction method,produced_by,produced_by,34051217
gold nanoparticles,uvvis spectrum,is evidence of,is evidence of,34051217
gold nanoparticles,electron microscopy analysis,is evidence of,is evidence of,34051217
gold nanoparticles,hemagglutination inhibition,may_prevent,may_prevent,34051217
gold nanoparticles,apoptosis,induces,induces,34051217
high-risk non-muscle-invasive bladder cancer,transurethral resection of bladder tumour,treated with drug,treated with drug,34051177
high-risk non-muscle-invasive bladder cancer,intravesical bcg immunotherapy,treated with drug,treated with drug,34051177
high-risk non-muscle-invasive bladder cancer,pd1 pathway activation,induced_by,induced_by,34051177
pembrolizumab,high-risk non-muscle-invasive bladder cancer,may_treat,may_treat,34051177
pembrolizumab,carcinoma in situ of the bladder,may_treat,may_treat,34051177
Eastern Cooperative Oncology Group performance status,cohort A,has part,has part,34051177
high-grade ta or any grade t1 papillary disease,carcinoma in situ of the bladder,develops_from,develops_from,34051177
treatment-related adverse event,arthralgia,example of usage,example of usage,34051177
treatment-related adverse event,hyponatremia,example of usage,example of usage,34051177
treatment-related adverse event,death,example of usage,example of usage,34051177
oxaliplatin,unresectable pancreatic ductal adenocarcinoma,may_treat,may_treat,34050586
irinotecan,unresectable pancreatic ductal adenocarcinoma,may_treat,may_treat,34050586
S-1,unresectable pancreatic ductal adenocarcinoma,may_treat,may_treat,34050586
unresectable pancreatic ductal adenocarcinoma,adenocarcinoma,has disease,has disease,34050586
unresectable pancreatic ductal adenocarcinoma,adenosquamous histology,has disease,has disease,34050586
oxaliplatin,irinotecan,drug associated with AE,drug associated with AE,34050586
oxaliplatin,S-1,drug associated with AE,drug associated with AE,34050586
irinotecan,S-1,drug associated with AE,drug associated with AE,34050586
anemia,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
thrombocytopenia,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
fatigue,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
nausea,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
anorexia,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
diarrhea,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
peripheral sensory neuropathy,oxaliplatin,adverse event occurs in,adverse event occurs in,34050586
pazopanib,soft tissue sarcoma,may_treat,may_treat,34050255
topotecan,soft tissue sarcoma,may_treat,may_treat,34050255
metastatic nonadipocytic STS,pazopanib,occurs in patient treated with drug,occurs in patient treated with drug,34050255
topotecan,pazopanib,treated with drug,treated with drug,34050255
osteosarcoma,pazopanib,may_treat,may_treat,34050255
liposarcoma,pazopanib,may_treat,may_treat,34050255
pazopanib,toxicity,induces,induces,34050255
topotecan,toxicity,induces,induces,34050255
programmed cell death ligand 1,immune checkpoint inhibitor icis,treated with drug,treated with drug,34049821
immune checkpoint inhibitor icis,advanced nonsmallcell lung cancer nsclc,may_treat,may_treat,34049821
serum protein,advanced nonsmallcell lung cancer nsclc,occurs in patient treated with drug,occurs in patient treated with drug,34049821
serum protein,biomarker,may_diagnose,may_diagnose,34049821
serum protein,immunerelated adverse event iraes,adverse event occurs in,adverse event occurs in,34049821
growthregulated oncogene 1 gro1,progressionfree survival pfs,associated with outcome,drug associated with AE in adolescent,34049821
growthregulated oncogene 1 gro1,immunerelated adverse event iraes,drug associated with AE,drug associated with AE,34049821
monocyte chemoattractant protein 1 mcp1,progressionfree survival pfs,associated with outcome,drug associated with AE in adolescent,34049821
chimeric antigen receptor car,antigenrecognition domain,composed primarily of,composed primarily of,34048683
chimeric antigen receptor car,tcell activation domain,composed primarily of,composed primarily of,34048683
chimeric antigen receptor car,costimulatory domain,composed primarily of,composed primarily of,34048683
bcell maturation antigen bcma,tnfrsf17,bearer of,bearer of,34048683
antibcma car t cell,multiple myeloma,may_treat,may_treat,34048683
antibcma car t cell,cytokinerelease syndrome,adverse event occurs in,adverse event occurs in,34048683
antibcma car t cell,cytopenia,adverse event occurs in,adverse event occurs in,34048683
antibcma car t cell,infection,adverse event occurs in,adverse event occurs in,34048683
antibcma car t cell,neurotoxicity,adverse event occurs in,adverse event occurs in,34048683
immunosuppressive microenvironment,tcell activation domain,impairs,impairs,34048683
chimeric antigen receptor car,suicide gene safety system,protects,protects,34048683
lenalidomide maintenance,multiple myeloma,treated with drug,treated with drug,34048681
minimal residual disease,bone marrow,located_in,located_in,34048681
minimal residual disease,progression-free survival,adverse event outcome,adverse event outcome,34048681
mrd status,flow cytometry,may diagnose,may_diagnose,34048681
adverse event,sepsis,adverse event occurs in,adverse event occurs in,34048681
adverse event,heart failure,adverse event occurs in,adverse event occurs in,34048681
methotrexate,acute lymphoblastic leukemia,may_treat,may_treat,34047177
mercaptopurine,acute lymphoblastic leukemia,may_treat,may_treat,34047177
thioguanine,DNA,induced_by,induced_by,34047177
thiopurine enhanced ALL maintenance therapy team,DNA,may_prevent,may_prevent,34047177
temozolomide,tumor,may_treat,may_treat,34045849
patient,temozolomide,treated with drug,treated with drug,34045849
patient,radiotherapy,may_prevent,may_prevent,34045849
patient,chemotherapy,may_prevent,may_prevent,34045849
patient,clinical stage,has part,has part,34045849
patient,hematological system,adverse event occurs in,adverse event occurs in,34045849
patient,gastrointestinal system,adverse event occurs in,adverse event occurs in,34045849
patient,liver,adverse event occurs in,adverse event occurs in,34045849
doxorubicin,mesoporous silica nanoparticles,located_in,located_in,34044928
chitosan,mesoporous silica nanoparticles,surrounds,surrounds,34044928
AS1411 aptamer,nucleolin,connected to,connected to,34044928
antimir21,chitosan,surrounds,surrounds,34044928
C26 tumor,antimir21,may_treat,may_treat,34044928
chemoresistance,cancer,has disease,has disease,34044797
toxic side effects,chemotherapy,treated with drug,treated with drug,34044797
metformin,chemotherapy,may_treat,may_treat,34044797
chemotherapy,doxorubicin,drug associated with AE,drug associated with AE,34044797
chemotherapy,docetaxel,drug associated with AE,drug associated with AE,34044797
chemotherapy,mitomycin c,drug associated with AE,drug associated with AE,34044797
chemotherapy,fluorouracil,drug associated with AE,drug associated with AE,34044797
glucose consumption,metformin,induced_by,induced_by,34044797
immune checkpoint inhibitor,immunotoxicity,may cause,may cause,34044546
chemotherapy,immunotoxicity,may cause,may cause,34044546
immune checkpoint inhibitor,immunerelated adverse event,may cause,may cause,34044546
nivolumab,immune thrombocytopenia,treated with drug,treated with drug,34044546
nivolumab,small cell lung cancer,may_treat,may_treat,34044546
immune thrombocytopenia,platelet antibody,associated with,drug associated with AE,34044546
immune thrombocytopenia,autoantibody,associated with,drug associated with AE,34044546
immune thrombocytopenia,thyroglobulin antibody,associated with,drug associated with AE,34044546
immune thrombocytopenia,helper T cell,associated with,drug associated with AE,34044546
immune thrombocytopenia,regulatory T cell,associated with,drug associated with AE,34044546
cytokine,immune thrombocytopenia,may contribute to,may contribute to,34044546
neoadjuvant chemotherapy,capecitabine,drug associated with AE,drug associated with AE,34043412
neoadjuvant chemotherapy,oxaliplatin,drug associated with AE,drug associated with AE,34043412
neoadjuvant chemotherapy,rectal cancer,may_treat,may_treat,34043412
radiation,capecitabine,drug associated with AE,drug associated with AE,34043412
surgery,pathologic complete response,adverse event outcome,adverse event outcome,34043412
surgery,negative circumferential resection margin,adverse event outcome,adverse event outcome,34043412
diarrhea,neoadjuvant chemotherapy,occurs in patient treated with drug,occurs in patient treated with drug,34043412
neuropathy,neoadjuvant chemotherapy,occurs in patient treated with drug,occurs in patient treated with drug,34043412
